,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
47268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:44:28Z,2024-02-28T20:15:56.653Z,2024-09-11T09:43:58Z,,3004,Geddes,,48104,10 kW roof mount system with battery backup
47269,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T20:24:14Z,2024-02-28T21:32:19.647Z,2024-10-28T14:26:35Z,2024-05-04T04:00:00Z,1616,Granger,,48104,10.4 kW roof mount array with battery backup system
47658,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:46:58Z,2024-02-28T18:13:21.613Z,2024-10-07T13:37:36Z,2024-04-13T04:00:00Z,1642,Sheridan,,48104,Installing 35 roof mounted solar panels.
47661,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:44:28Z,2024-02-28T20:15:56.653Z,2024-09-11T09:43:58Z,,3004,Geddes,,48104,10 kW roof mount system with battery backup
47662,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T20:24:14Z,2024-02-28T21:32:19.647Z,2024-10-28T14:26:35Z,2024-05-04T04:00:00Z,1616,Granger,,48104,10.4 kW roof mount array with battery backup system
47669,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-03T20:22:40Z,2024-02-29T14:36:51.503Z,2024-10-28T17:02:36Z,,705,Indianola,,48105,3.735kw solar PV system with battery
47697,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:45:49Z,2024-03-01T18:20:59.537Z,2024-09-11T09:45:24Z,,106,Revena,,48103,Installing solar panels on residential roof and installing battery storage
47698,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-28T11:55:24Z,2024-03-01T18:36:01.173Z,2024-10-15T17:39:50Z,2024-04-21T04:00:00Z,1455,Jewett,,48104,Installing solar panels on residential roof.
47699,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:44:41Z,2024-03-01T20:40:06.23Z,2024-10-07T15:24:55Z,2024-04-19T04:00:00Z,503,Potter,,48103,"13 panel roof top solar 
2 arrays
5 panels east facing 
8 panels west facing"
48045,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2024-03-13T20:56:38.17Z,,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof
48164,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-04-12T08:39:04Z,2024-03-08T20:31:11.413Z,2024-11-06T17:06:50Z,2024-05-11T04:00:00Z,1221,Crosby,,48103,5.67kW PV solar installation with a 13.5k/w battery
48210,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-04-25T18:10:41Z,2024-03-13T21:06:41.567Z,2024-10-22T18:10:29Z,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof
48472,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2024-03-13T20:56:38.17Z,,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof
48682,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-04-25T18:10:41Z,2024-03-13T21:06:41.567Z,2024-10-22T18:10:29Z,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof
48695,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-04-03T20:22:48Z,2024-03-15T13:21:43.11Z,2024-11-04T15:20:27Z,2024-05-09T04:00:00Z,901,Duncan,,48103,"existing 27 panel roof mounted solar array was never permitted by original installer, we were called in to help with the project wrap up."
48715,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:55:55Z,2024-03-18T15:46:32.597Z,2024-09-24T11:55:49Z,,1303,Brooks,,48103,"Installing solar panels on the roof with micro inverters, and 2 batteries in the garage."
48716,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:24Z,2024-03-18T16:33:01.007Z,2024-09-24T11:56:19Z,,1525,Harding,,48104,Installing solar panels on the roof with 17 micro inverters
48724,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:09Z,2024-03-18T23:04:03.26Z,2024-10-01T18:08:14Z,,2292,Greenway,,48104,Install 36ea - 440W Solar Panels and 20kWh of Battery Storage
48739,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:33Z,2024-03-20T17:49:18.02Z,2024-09-24T11:56:29Z,,1192,Westport,,48103,Relocation of two solar panels to another location on the roof
49226,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:33Z,2024-03-20T17:49:18.02Z,2024-09-24T11:56:29Z,,1192,Westport,,48103,Relocation of two solar panels to another location on the roof
49234,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:37Z,2024-03-21T14:58:04.463Z,2024-10-09T08:42:29Z,,1914,Day,,48104,Flush mount solar on 4 roof surfaces.
49259,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-03T20:22:55Z,2024-03-22T19:19:49.05Z,2024-09-30T20:22:52Z,,2602,Salisbury,,48103,Adding 3.48kW worth of solar panels to an existing system and an additional battery to the existing battery bank.
49272,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:37:52Z,2024-03-25T19:45:10.333Z,2024-10-09T08:37:46Z,,2128,Champagne,,48108,Addition of 1.64kW roof mount solar and  battery
49275,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:41:58Z,2024-03-26T12:40:19.507Z,2024-10-09T08:41:37Z,,2290,Greenway,,48104,36ea - MSolar 440W Solar Panels + 20kWh Sonnen Core+ Battery Storage
49278,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:38:16Z,2024-03-26T13:50:20.12Z,2024-10-09T08:37:56Z,,2286,Greenway,,48104,36ea - MSolar 440w Panels + 20kWh of Sonnen Core+ Battery Storage
49279,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:11Z,2024-03-26T13:58:11.243Z,2024-10-09T08:42:02Z,,2284,Greenway,,48104,36ea - MSolar 440W Solar Panels + 20 kWh Sonnen Core+ Battery Storage
49290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:38:31Z,2024-03-26T20:25:44.027Z,2024-10-09T08:38:23Z,,2280,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
49291,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:23Z,2024-03-26T20:28:58.217Z,2024-10-09T08:42:15Z,,2278,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
49661,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:00Z,2024-03-29T13:20:45.127Z,2024-10-09T08:39:54Z,,2328,Fernwood,,48104,4.8 kW PV Solar Panel Installation on Roof
49663,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:47Z,2024-03-29T16:10:33.357Z,2024-10-09T08:42:41Z,,1530,Barnard,,48103,"Installing solar panels on the roof, solar disconnect and tesla gateway will be outside by electric meter, tesla powerwall 3 will be in the garage."
49664,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:11Z,2024-03-29T16:51:30.133Z,2024-10-09T08:40:06Z,,1135,Martin,,48104,"Installing solar panels on roof, solar and battery disconnects outside by meter, batteries will be in the garage."
50077,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,In Review,2024-04-12T08:42:58Z,2024-04-04T14:51:36.423Z,2024-10-09T08:42:52Z,,2240,Belmont,,48104,Installing 33 roof mounted solar panels.
50084,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:25Z,2024-04-04T20:49:04.097Z,2024-10-09T08:40:19Z,,1304,Brooks,,48103,17.2kW Roof Mount Array
50099,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Requires Resubmit,,2024-04-05T19:38:56.597Z,,,428,Spring,,48103,8.0kW Roof mount array
50133,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:48Z,2024-04-10T21:26:25.17Z,2024-10-15T11:25:44Z,,730,Dartmoor,,48103,4.8 kW Array with battery
50536,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:48Z,2024-04-10T21:26:25.17Z,2024-10-15T11:25:44Z,,730,Dartmoor,,48103,4.8 kW Array with battery
50549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:36:04Z,2024-04-12T13:00:14.18Z,2024-11-04T19:36:00Z,,1245,Morehead,,48103,"Installing 14 solar panels and 14 micro inverters on roof. Doing a load side tap installing Tesla back up gateway, critical loads panel and 1 powerwall 3 battery."
50550,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:55Z,2024-04-12T13:29:32.16Z,2024-10-15T11:25:52Z,,1510,Traver,,48105,Installing 18 solar panels and 18 micro inverters on the roof.
50552,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:26:04Z,2024-04-12T14:31:45.247Z,2024-10-15T11:26:00Z,,2996,Briarcliff,,48105,Installing 23 solar panels and 23 micro inverters on roof. Doing a load side tap for the solar.
50554,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:32:34Z,2024-04-12T16:25:10.317Z,2024-11-12T19:08:02Z,,2270,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
50555,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:28:39Z,2024-04-12T16:29:51.057Z,2024-11-12T18:27:12Z,,2272,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
50556,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:33:15Z,2024-04-12T16:37:46.317Z,2024-11-12T18:32:42Z,,2274,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
50579,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-25T14:36:45Z,2024-04-16T13:35:43.177Z,2024-11-05T19:03:43Z,,1520,Linwood,,48103,Installing 20 roof mounted solar panels. (# of panels revised 4/29/24).
50597,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:51Z,2024-04-17T12:40:06.143Z,2024-10-28T18:45:48Z,,1601,Leaird,,48105,Installing 25 roof mounted solar panels.
50601,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:14Z,2024-04-17T13:36:56.19Z,2024-10-28T18:45:07Z,,3930,Ridgmaar,,48105,"Installation of (14) solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
50608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:59Z,2024-04-17T15:41:11.1Z,2024-10-28T18:45:55Z,,2291,Medford,,48104,Installing solar panels on roof of residential home.
50610,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:24Z,2024-04-17T17:24:44.317Z,2024-10-28T18:45:21Z,,1624,Brooklyn,,48104,Installing solar panels on roof. Installing Enphase battery (qty 1)
51010,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:51Z,2024-04-17T12:40:06.143Z,2024-10-28T18:45:48Z,,1601,Leaird,,48105,Installing 25 roof mounted solar panels.
51014,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:14Z,2024-04-17T13:36:56.19Z,2024-10-28T18:45:07Z,,3930,Ridgmaar,,48105,"Installation of (14) solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
51021,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:59Z,2024-04-17T15:41:11.1Z,2024-10-28T18:45:55Z,,2291,Medford,,48104,Installing solar panels on roof of residential home.
51023,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:24Z,2024-04-17T17:24:44.317Z,2024-10-28T18:45:21Z,,1624,Brooklyn,,48104,Installing solar panels on roof. Installing Enphase battery (qty 1)
51032,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:46:17Z,2024-04-18T14:19:59.397Z,2024-10-28T18:46:12Z,,2030,Delaware,,48103,Installing 24 roof mounted solar panels.
51036,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:42Z,2024-04-18T16:19:14.267Z,2024-10-28T18:45:37Z,,839,Bruce,,48103,Installing 21 solar panels and micro inverters on the roof.
51037,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:09Z,2024-04-18T16:42:18.07Z,2024-11-04T19:38:05Z,,420,Parkwood,,48103,"Installing 24 solar panels and micro inverters on house and detached garage.
Installing 2 batteries in the garage."
51043,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:36:13Z,2024-04-19T17:40:14.223Z,2024-11-04T19:36:10Z,,2511,Shadowood,,48108,5.6 kW roof mount array
51049,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:16Z,2024-04-22T16:34:19.227Z,2024-11-04T19:38:13Z,,1220,Russell,,48103,5.2 kW Roof Mount Array
51078,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-06T22:18:04Z,2024-04-24T15:34:58.533Z,2024-11-04T23:17:47Z,,1260,Creal,,48103,Installing solar panels on roof of residential home.
51080,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:01Z,2024-04-24T18:47:36.177Z,2024-11-04T19:37:58Z,,2288,Hickory Point,,48105,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup
51527,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Void - Wrong Workclass,,2024-05-01T15:18:44.103Z,,,3625,Fox Hunt,,48105,*residential address* Providing new solar panels
51549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-06T22:18:04Z,2024-04-24T15:34:58.533Z,2024-11-04T23:17:47Z,,1260,Creal,,48103,Installing solar panels on roof of residential home.
51551,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:01Z,2024-04-24T18:47:36.177Z,2024-11-04T19:37:58Z,,2288,Hickory Point,,48105,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup
51559,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:23Z,2024-04-25T14:22:52.37Z,2024-11-04T19:38:20Z,,509,Orchard Hills,,48104,NEW PV SYSTEM: 4.860 kWp w/ Battery Backup
51592,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:29:10Z,2024-04-30T13:33:24.287Z,2024-11-12T18:28:50Z,,2021,Anderson,,48104,"Installation of (16) solar panels with microinverters, 1 home energy storage system, (1) surge arrestor and (1) consumption meter."
51608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:34:02Z,2024-05-01T15:44:10.26Z,2024-11-12T18:33:48Z,,703,Davis,,48103,Install battery back up and connect to existing PV system
51947,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Withdrawn,,2024-05-08T13:38:54.04Z,,,911,Main,,48104,Installation of (50) solar panels on the existing roof of the building.
52089,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Void - Wrong Workclass,,2024-05-01T15:18:44.103Z,,,3625,Fox Hunt,,48105,*residential address* Providing new solar panels
52131,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-05-14T19:58:28Z,2024-05-08T14:14:31.427Z,2024-11-12T20:58:25Z,,911,Main,,48104,Installation of solar panels on the existing roof of the building and connect to the existing electrical system.
52140,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:34:02Z,2024-05-01T15:44:10.26Z,2024-11-12T18:33:48Z,,703,Davis,,48103,Install battery back up and connect to existing PV system
52197,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:20Z,2024-05-07T14:29:20.463Z,2024-11-12T13:29:16Z,,6,Bristol,,48104,4.8 kW PV Solar Panel Installation on Roof
52202,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Requires Resubmit,,2024-05-07T16:00:09.06Z,,,2035,Suffolk,,48103,Installing solar panels on rooftop of residential home. Installing Enphase 5P Battery (Qty:1).
52206,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:28Z,2024-05-08T15:27:52.157Z,2024-11-12T13:29:25Z,,1517,Montclair,,48104,"Installation of (12) roof mounted solar panels with microinverters, (1) surge arrestor and (1) consumption meter."
52577,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Withdrawn,,2024-05-08T13:38:54.04Z,,,911,Main,,48104,Installation of (50) solar panels on the existing roof of the building.
52687,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-05-14T19:58:28Z,2024-05-08T14:14:31.427Z,2024-11-12T20:58:25Z,,911,Main,,48104,Installation of solar panels on the existing roof of the building and connect to the existing electrical system.
52740,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:28Z,2024-05-08T15:27:52.157Z,2024-11-12T13:29:25Z,,1517,Montclair,,48104,"Installation of (12) roof mounted solar panels with microinverters, (1) surge arrestor and (1) consumption meter."
52767,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:23Z,2024-05-09T18:59:12.283Z,2024-11-12T13:31:20Z,,3300,Nordman,,48108,Installing 25 roof mounted solar panels.
52775,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:30Z,2024-05-10T15:00:53.23Z,2024-11-12T13:31:27Z,,700,Leona,,48103,Installation of (6) Solar panels on the existing roof of the  detached garage and (2) panels on the existing roof of the home.
52802,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:49Z,2024-05-14T13:47:56.25Z,2024-11-12T13:31:46Z,,2115,Arlene,,48103,Install 4.455KW PV solar system.
53221,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Submitted - Online,,2024-05-16T14:25:41.15Z,,,617,Spring,,48103,"Installation of (48) solar panels with microinverters, (3) home energy storage systems, (2) surge arrestors and (2) consumption meters."
